loan_id,transaction_name,esma_transaction_identifier,reporting_date,closing_date,originator_name,servicer_name,currency,country,origination_year,maturity_date_proxy,original_balance,current_balance,repayment_type,interest_only_flag,current_interest_rate_pct,rate_type,remaining_interest_fixed_period_months,fixed_interest_period_end_in_months,seasoning_months,remaining_term_months,legal_maturity_months,loan_part_count,debtor_count,property_type,province,economic_region_nuts3,construction_year,occupancy,property_usage,employment_status,self_employed_flag,borrower_type,loan_purpose,buy_to_let_flag,nhg_flag,guarantee_type,oltomv_original,cltomv_current,cltimv_current,original_market_value_at_origination,current_original_market_value,indexed_market_value,property_valuation_type,loan_to_income,payment_due_to_income_pct,borrower_annual_income,scheduled_monthly_payment,arrears_bucket,arrears_amount,days_past_due,default_crr_flag,performing_status,foreclosure_flag,forbearance_flag,restructuring_flag,epc_label,epc_issue_year,primary_energy_demand_kwh_m2,construction_deposit_flag,construction_deposit_pct,construction_deposit_amount,interest_payment_frequency,principal_payment_frequency,balance_bucket,cltomv_current_bucket,cltimv_current_bucket,oltomv_original_bucket,loan_to_income_bucket,payment_due_to_income_pct_bucket,construction_year_bucket
GL2026_000198,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2024,2041-03-28,418245.68,413522.94,InterestOnly,Y,3.21,Fixed,181,181,27,183,210,2,2,House,Noord-Brabant,NL411,2025,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,77.31,73.99,26.34,540998.16,558890.31,1569942.82,Indexed/Origination Proxy,4.42,8.79,93557.23,685.31,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2024,128,N,0.00,0.00,Monthly,Monthly,500k-550k,70-80,20-30,60-70,4.0-4.5,5-10,2025-2026
GL2026_000199,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2024,2049-07-28,371159.75,352636.48,Annuity,N,4.18,Fixed,56,56,21,283,304,2,2,Apartment,Gelderland,NL224,1998,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,106.00,96.16,11.38,350150.71,366718.47,3098738.84,Indexed/Origination Proxy,2.86,18.96,123299.47,1948.13,Performing,0.00,0,N,Non-defaulted,N,N,N,A+++,2026,24,N,0.00,0.00,Monthly,Monthly,450k-500k,90-100,10-20,50-60,2.5-3.0,15-20,1990-2000
GL2026_000200,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2021,2047-12-28,254787.40,234082.70,Annuity,N,2.14,Fixed,107,107,67,252,319,2,2,Apartment,Zuid-Holland,NL364,2002,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,Y,NHG,85.31,83.85,17.19,298660.65,279168.40,1361737.64,Indexed/Origination Proxy,4.68,19.59,50017.67,816.54,Performing,0.00,0,N,Non-defaulted,N,N,N,A+++,2024,30,N,0.00,0.00,Monthly,Monthly,300k-350k,10-20,60-70,30-40,4.5-5.0,15-20,2000-2005
GL2026_000201,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2024,2050-08-28,404903.19,387107.48,Annuity,N,4.52,Fixed,115,115,22,296,318,2,2,House,Noord-Holland,NL323,1997,OwnerOccupied,OwnerOccupied,Other,N,Consumer,Purchase/Refinance,N,N,None,80.04,63.08,27.46,505876.05,613677.05,1409714.06,Indexed/Origination Proxy,4.16,29.75,93054.68,2306.98,Performing,0.00,0,N,Non-defaulted,N,N,N,A++++,2025,-99,N,0.00,0.00,Monthly,Monthly,450k-500k,60-70,20-30,80-90,4.0-4.5,25-30,1990-2000
GL2026_000202,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2024,2043-12-28,481067.13,413168.94,Annuity,N,3.93,Fixed,91,91,29,204,233,3,2,Apartment,Zeeland,NL341,1690,OwnerOccupied,OwnerOccupied,SelfEmployed,Y,Consumer,Purchase/Refinance,N,Y,NHG,96.41,81.83,12.82,498980.53,504911.33,3222846.65,Indexed/Origination Proxy,3.76,27.57,109885.36,2524.62,Performing,0.00,0,N,Non-defaulted,N,N,N,A+++,2026,30,N,0.00,0.00,Monthly,Monthly,500k-550k,10-20,10-20,90-100,3.5-4.0,25-30,<1900
GL2026_000203,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2016,2049-01-28,451362.05,418430.48,InterestOnly,Y,2.30,Fixed,217,217,117,277,360,2,2,Apartment,Zuid-Holland,NL361,1981,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,96.05,70.53,5.84,469924.05,593265.96,7164905.48,Indexed/Origination Proxy,3.85,11.97,108683.24,1084.12,Performing,0.00,0,N,Non-defaulted,N,N,N,A+++,2022,1,N,0.00,0.00,Monthly,Monthly,500k-550k,70-80,<10,90-100,3.5-4.0,10-15,1980-1990
GL2026_000204,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2023,2051-12-28,447584.53,373442.80,Annuity,N,2.98,Fixed,103,103,41,300,341,2,1,Apartment,Drenthe,NL131,1997,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,73.40,49.24,30.25,609788.19,758413.48,1234521.65,Indexed/Origination Proxy,2.99,13.33,124897.26,1387.40,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2022,97,N,0.00,0.00,Monthly,Monthly,450k-500k,40-50,30-40,70-80,2.5-3.0,10-15,1990-2000
GL2026_000205,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2022,2046-10-28,272887.55,229399.41,Annuity,N,2.78,Fixed,43,43,46,250,296,1,2,House,Flevoland,NL230,1992,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,105.36,80.79,20.94,259004.89,283945.30,1095508.17,Indexed/Origination Proxy,4.57,20.93,50196.81,875.52,Performing,0.00,0,N,Non-defaulted,N,N,N,A++++,2021,-79,N,0.00,0.00,Monthly,Monthly,250k-300k,80-90,20-30,100-110,4.5-5.0,20-25,1990-2000
GL2026_000206,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2015,2043-10-28,67284.94,64962.85,Annuity,N,2.10,Fixed,84,84,130,214,344,3,2,Apartment,Drenthe,NL132,1980,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,62.88,38.10,19.80,107005.31,170506.17,328095.20,Indexed/Origination Proxy,2.38,21.01,27295.32,477.90,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2024,127,N,0.00,0.00,Monthly,Monthly,75k-100k,30-40,10-20,60-70,2.0-2.5,20-25,1980-1990
GL2026_000207,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2021,2050-10-28,355231.29,345143.17,InterestOnly,Y,1.65,Fixed,108,108,68,298,360,2,2,House,Noord-Holland,NL32A,2024,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,92.76,55.53,45.47,382957.41,621543.62,759056.89,Indexed/Origination Proxy,5.29,9.36,65244.46,508.91,Performing,0.00,0,N,Non-defaulted,N,N,N,A+++,2022,8,N,0.00,0.00,Monthly,Monthly,400k-450k,50-60,40-50,90-100,5.0-5.5,5-10,2024-2025
GL2026_000208,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2020,2050-06-28,419945.82,402260.22,InterestOnly,Y,1.61,Fixed,102,102,71,294,360,2,2,House,Zuid-Holland,NL362,2020,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,78.12,69.43,45.60,537565.05,579375.23,882149.61,Indexed/Origination Proxy,1.26,19.77,319254.14,5259.71,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2026,132,N,0.00,0.00,Monthly,Monthly,500k-550k,40-50,60-70,50-60,1.0-1.5,15-20,2020-2021
GL2026_000209,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2023,2049-05-28,200107.03,183492.79,Annuity,N,4.26,Fixed,81,81,35,281,316,2,1,House,Noord-Brabant,NL414,1992,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,94.03,82.23,69.92,212811.90,223145.80,262432.48,Indexed/Origination Proxy,3.16,16.24,58067.34,785.84,Performing,0.00,0,N,Non-defaulted,N,N,N,A+,2022,51,N,0.00,0.00,Monthly,Monthly,200k-250k,80-90,60-70,50-60,3.0-3.5,15-20,1990-2000
GL2026_000210,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2014,2049-10-28,207825.69,194808.36,Annuity,N,1.94,Fixed,83,83,150,286,360,2,2,House,Flevoland,NL230,1998,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,84.51,36.11,35.50,245918.46,539485.90,548755.94,Indexed/Origination Proxy,3.69,15.88,52793.59,698.64,Performing,0.00,0,N,Non-defaulted,N,N,N,A++,2021,37,N,0.00,0.00,Monthly,Monthly,250k-300k,30-40,30-40,80-90,3.5-4.0,15-20,1990-2000
GL2026_000211,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2022,2048-05-28,440386.98,373360.39,Annuity,N,2.10,Fixed,105,105,44,269,313,3,2,House,Flevoland,NL230,2017,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,Y,NHG,106.00,98.47,53.41,415459.42,379161.56,699045.85,Indexed/Origination Proxy,3.47,11.02,107596.65,988.10,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2022,95,N,0.00,0.00,Monthly,Monthly,450k-500k,90-100,50-60,50-60,3.0-3.5,10-15,2015-2020
GL2026_000212,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2015,2043-12-28,94687.76,88932.46,Annuity,N,3.69,Fixed,85,85,132,204,336,1,2,House,Noord-Holland,NL321,2000,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,41.80,40.95,9.75,226525.74,217173.28,912127.79,Indexed/Origination Proxy,3.43,26.47,25927.83,571.92,Performing,0.00,0,N,Non-defaulted,N,N,N,A+,2023,71,N,0.00,0.00,Monthly,Monthly,100k-150k,40-50,<10,30-40,3.0-3.5,25-30,2000-2005
GL2026_000213,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2023,2052-12-28,197172.76,168745.20,Annuity,N,4.34,Fixed,73,73,34,312,346,1,2,House,Flevoland,NL230,1990,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,77.99,72.84,48.10,252818.00,231665.57,350821.62,Indexed/Origination Proxy,4.78,27.36,35302.34,804.89,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2023,159,Y,0.24,400.88,Monthly,Monthly,200k-250k,70-80,40-50,60-70,4.5-5.0,25-30,1990-2000
GL2026_000214,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2019,2055-03-28,511446.25,419224.31,Linear,N,3.65,Fixed,83,83,95,351,360,2,2,House,Noord-Holland,NL32A,2001,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,Y,NHG,89.20,81.15,47.09,573370.24,516604.20,890261.86,Indexed/Origination Proxy,3.04,25.22,137902.73,2898.26,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2022,82,N,0.00,0.00,Monthly,Monthly,500k-550k,80-90,40-50,80-90,3.0-3.5,25-30,2000-2005
GL2026_000215,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2023,2046-04-28,765235.02,701727.90,Annuity,N,2.90,Fixed,10,10,46,244,290,2,2,House,Overijssel,NL212,1988,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,106.00,90.02,80.30,721919.83,779524.44,873882.81,Indexed/Origination Proxy,3.62,15.58,193847.49,2516.79,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2022,96,N,0.00,0.00,Monthly,Monthly,900k-950k,80-90,90-100,10-20,3.5-4.0,15-20,1980-1990
GL2026_000216,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2024,2042-01-28,247873.73,227087.51,Annuity,N,3.33,Fixed,91,91,36,193,229,3,2,House,Overijssel,NL213,1992,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,85.87,72.25,44.38,288661.62,314307.97,511688.85,Indexed/Origination Proxy,3.88,18.77,58527.71,915.47,Performing,0.00,0,N,Non-defaulted,N,N,N,A++,2023,31,N,0.00,0.00,Monthly,Monthly,250k-300k,40-50,70-80,40-50,3.5-4.0,15-20,1990-2000
GL2026_000217,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2021,2047-01-28,734365.88,653386.41,Annuity,N,1.44,Fixed,87,87,66,253,319,3,2,House,Noord-Holland,NL327,1998,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,76.59,62.79,58.69,958827.37,1040589.92,1113284.05,Indexed/Origination Proxy,4.30,12.26,151950.33,1552.43,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2021,96,N,0.00,0.00,Monthly,Monthly,800k-850k,60-70,50-60,70-80,4.0-4.5,10-15,1990-2000
GL2026_000218,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2021,2049-12-28,436281.76,376590.41,Annuity,N,1.94,Fixed,79,79,57,276,333,2,1,House,Limburg,NL422,1990,OwnerOccupied,OwnerOccupied,Other,N,Consumer,Purchase/Refinance,N,N,None,66.89,51.64,46.65,652237.64,729261.06,807267.76,Indexed/Origination Proxy,1.84,24.10,204668.70,4110.43,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2026,160,N,0.00,0.00,Monthly,Monthly,450k-500k,50-60,40-50,60-70,1.5-2.0,20-25,1990-2000
GL2026_000219,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2023,2041-07-28,724619.08,697130.65,Annuity,N,4.09,Fixed,41,41,38,187,225,2,2,House,Noord-Brabant,NL414,1968,OwnerOccupied,OwnerOccupied,Other,N,Consumer,Purchase/Refinance,N,N,None,89.32,82.60,62.43,811261.85,843983.84,1116659.70,Indexed/Origination Proxy,4.65,25.60,149920.57,3198.31,Performing,0.00,0,N,Non-defaulted,N,N,N,A+++,2023,25,N,0.00,0.00,Monthly,Monthly,850k-900k,80-90,60-70,60-70,4.5-5.0,25-30,1960-1970
GL2026_000220,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2025,2048-02-28,203272.57,185884.43,Annuity,N,3.36,Fixed,106,106,11,266,278,2,1,House,Zuid-Holland,NL365,2002,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,83.73,52.77,47.46,242771.49,352253.99,391665.47,Indexed/Origination Proxy,2.69,3.02,69102.02,173.91,Performing,0.00,0,N,Non-defaulted,N,N,N,A++++,2026,-18,N,0.00,0.00,Monthly,Monthly,200k-250k,40-50,50-60,80-90,2.5-3.0,<5,2000-2005
GL2026_000221,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2024,2049-07-28,418269.19,388621.04,InterestOnly,Y,3.22,Fixed,220,220,32,283,315,2,2,House,Overijssel,NL212,1984,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,98.51,77.11,74.90,424595.67,503982.67,518853.19,Indexed/Origination Proxy,4.57,16.04,85037.43,1136.67,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2024,121,N,0.00,0.00,Monthly,Monthly,500k-550k,70-80,70-80,30-40,4.5-5.0,15-20,1980-1990
GL2026_000222,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2025,2055-05-28,422466.28,390129.29,Annuity,N,4.30,Fixed,199,199,12,353,360,3,2,Apartment,Utrecht,NL350,2004,OwnerOccupied,OwnerOccupied,Other,N,Consumer,Purchase/Refinance,N,N,None,64.54,62.45,44.13,654580.54,624706.63,884045.52,Indexed/Origination Proxy,0.37,21.21,1054403.49,18636.58,Performing,0.00,0,N,Non-defaulted,N,N,N,A+++,2026,27,N,0.00,0.00,Monthly,Monthly,500k-550k,40-50,60-70,50-60,<0.5,20-25,2000-2005
GL2026_000223,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2023,2050-04-28,152097.48,142500.70,InterestOnly,Y,3.82,Fixed,18,18,48,292,340,2,2,House,Noord-Brabant,NL415,2009,OwnerOccupied,OwnerOccupied,Other,N,Consumer,Purchase/Refinance,N,Y,NHG,99.93,87.92,15.98,152204.02,162079.96,891744.06,Indexed/Origination Proxy,3.52,21.74,40483.15,733.42,Performing,0.00,0,N,Non-defaulted,N,N,N,A++++,2026,-67,N,0.00,0.00,Monthly,Monthly,150k-200k,10-20,40-50,90-100,3.5-4.0,20-25,2005-2010
GL2026_000224,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2023,2048-08-28,88448.76,76634.05,Annuity,N,2.67,Fixed,100,100,45,272,317,2,2,Apartment,Overijssel,NL212,2014,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,105.39,86.04,37.04,83925.19,89067.93,206895.38,Indexed/Origination Proxy,3.61,7.55,21228.27,133.56,Performing,0.00,0,N,Non-defaulted,N,N,N,A++++,2024,-49,N,0.00,0.00,Monthly,Monthly,75k-100k,80-90,30-40,40-50,3.5-4.0,5-10,2010-2015
GL2026_000225,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2021,2047-01-28,458073.89,421744.58,Annuity,N,1.96,Fixed,55,55,68,253,321,1,1,House,Zuid-Holland,NL364,1986,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,90.95,57.33,7.97,503654.63,735643.78,5291650.94,Indexed/Origination Proxy,4.13,21.33,102117.33,1815.14,Performing,0.00,0,N,Non-defaulted,N,N,N,A+,2021,53,N,0.00,0.00,Monthly,Monthly,500k-550k,50-60,<10,90-100,4.0-4.5,20-25,1980-1990
GL2026_000226,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2025,2047-05-28,425250.10,385380.88,Annuity,N,4.31,Fixed,196,196,16,257,273,3,2,House,Zuid-Holland,NL363,2009,OwnerOccupied,OwnerOccupied,Other,N,Consumer,Purchase/Refinance,N,Y,NHG,98.42,90.58,38.69,432076.92,425459.13,996073.61,Indexed/Origination Proxy,4.30,27.13,89623.46,2026.24,Performing,0.00,0,N,Non-defaulted,N,N,N,A+,2026,61,N,0.00,0.00,Monthly,Monthly,450k-500k,90-100,30-40,90-100,4.0-4.5,25-30,2005-2010
GL2026_000227,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2023,2048-07-28,250516.70,234002.52,Linear,N,4.11,Fixed,194,194,48,271,319,2,2,Apartment,Zeeland,NL342,2008,OwnerOccupied,OwnerOccupied,SelfEmployed,Y,Consumer,Purchase/Refinance,N,N,None,85.76,79.64,74.84,292113.69,293825.36,312670.39,Indexed/Origination Proxy,2.25,7.78,104001.12,674.27,Performing,0.00,0,N,Non-defaulted,N,N,N,A+++,2026,18,N,0.00,0.00,Monthly,Monthly,300k-350k,70-80,70-80,60-70,2.0-2.5,5-10,2005-2010
GL2026_000228,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2024,2056-12-28,367428.30,354246.09,Annuity,N,3.80,Fixed,168,168,35,360,360,3,1,House,Flevoland,NL230,2024,OwnerOccupied,OwnerOccupied,SelfEmployed,Y,Consumer,Purchase/Refinance,N,Y,NHG,85.32,88.16,56.59,430647.33,401821.79,625987.08,Indexed/Origination Proxy,3.55,28.28,99787.63,2351.66,Performing,0.00,0,N,Non-defaulted,N,N,N,A++,2024,35,N,0.00,0.00,Monthly,Monthly,450k-500k,50-60,50-60,60-70,3.5-4.0,25-30,2024-2025
GL2026_000229,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2024,2041-02-28,458799.41,383852.39,Annuity,N,2.85,Fixed,25,25,25,182,207,1,2,House,Overijssel,NL212,1990,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,Y,NHG,85.22,71.61,23.49,538370.58,536031.83,1634109.79,Indexed/Origination Proxy,4.08,13.75,94081.47,1078.02,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2023,128,N,0.00,0.00,Monthly,Monthly,450k-500k,20-30,30-40,40-50,4.0-4.5,10-15,1990-2000
GL2026_000230,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2025,2046-05-28,147923.22,140362.65,InterestOnly,Y,2.96,Fixed,108,108,20,245,265,3,2,House,Noord-Holland,NL327,1888,OwnerOccupied,OwnerOccupied,Other,N,Consumer,Purchase/Refinance,N,N,None,79.13,72.72,65.04,186936.96,193017.95,215809.73,Indexed/Origination Proxy,3.13,14.02,44844.30,523.93,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2025,111,N,0.00,0.00,Monthly,Monthly,150k-200k,60-70,70-80,70-80,3.0-3.5,10-15,<1900
GL2026_000231,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2024,2048-10-28,183297.97,172799.57,InterestOnly,Y,3.80,Fixed,52,52,30,274,304,2,2,House,Noord-Holland,NL32A,1994,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,71.53,57.09,10.93,256253.28,302679.23,1580965.87,Indexed/Origination Proxy,3.61,20.59,47866.92,821.32,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2024,88,N,0.00,0.00,Monthly,Monthly,200k-250k,10-20,50-60,70-80,3.5-4.0,20-25,1990-2000
GL2026_000232,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2022,2046-04-28,438294.24,410992.05,Annuity,N,1.96,Fixed,88,88,46,244,290,3,2,Apartment,Utrecht,NL350,1985,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,39.63,37.66,11.21,1105965.78,1091322.49,3666298.39,Indexed/Origination Proxy,4.46,20.48,92150.68,1572.70,Performing,0.00,0,N,Non-defaulted,N,N,N,A+,2023,73,N,0.00,0.00,Monthly,Monthly,500k-550k,30-40,10-20,30-40,4.0-4.5,20-25,1980-1990
GL2026_000233,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2016,2048-07-28,657229.28,631738.88,Annuity,N,2.33,Fixed,21,21,117,271,360,1,2,House,Noord-Holland,NL32A,2007,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,84.71,79.24,12.92,775857.96,797247.45,4889619.81,Indexed/Origination Proxy,4.38,19.99,144232.62,2402.68,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2022,76,N,0.00,0.00,Monthly,Monthly,800k-850k,10-20,70-80,60-70,4.0-4.5,15-20,2005-2010
GL2026_000234,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2021,2049-07-28,134142.51,111983.51,Annuity,N,1.78,Fixed,93,93,65,283,348,3,2,Apartment,Overijssel,NL213,1995,OwnerOccupied,OwnerOccupied,Other,N,Consumer,Purchase/Refinance,N,Y,NHG,91.96,61.21,17.63,145870.50,182949.70,635187.24,Indexed/Origination Proxy,3.17,16.25,35326.03,478.37,Performing,0.00,0,N,Non-defaulted,N,N,N,A++++,2026,-43,N,0.00,0.00,Monthly,Monthly,100k-150k,10-20,20-30,40-50,3.0-3.5,15-20,1990-2000
GL2026_000235,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2023,2046-01-28,293214.82,251635.71,Annuity,N,3.56,Fixed,104,104,44,241,285,1,2,House,Drenthe,NL133,2005,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,72.79,31.16,13.95,402822.94,807560.04,1803840.22,Indexed/Origination Proxy,2.44,9.78,103129.39,840.50,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2025,132,N,0.00,0.00,Monthly,Monthly,300k-350k,10-20,30-40,70-80,2.0-2.5,5-10,2005-2010
GL2026_000236,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2024,2049-10-28,190284.02,184560.98,Annuity,N,2.90,Fixed,59,59,21,286,307,2,2,House,Overijssel,NL211,2000,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,84.08,73.91,40.66,226313.06,249710.43,453912.89,Indexed/Origination Proxy,3.45,29.55,53495.94,1317.34,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2026,125,N,0.00,0.00,Monthly,Monthly,200k-250k,40-50,70-80,50-60,3.0-3.5,25-30,2000-2005
